Fig 2B - Huddle time,Vole ID,Partner Huddle time (min),Novel Huddle time (min),,,,,,,,,,,,,,,,,,
Fig 2M: # press,Vole ID,Partner Huddle time (min),Novel Huddle time (min),,,,,,,,,,,,,,,,,,
,6090,41.94,2.57,,,,,,,,,,,,,,,,,,
,6091,0,6.8,,,,,,,,,,,,,,,,,,
,6088,36,11.3,,,,,,,,,,,,,,,,,,
,6093,70.19,3.2,,,,,,,,,,,,,,,,,,
,6136,43.7,4.2,,,,,,,,,,,,,,,,,,
,6139,31.21666667,4.98,,,,,,,,,,,,,,,,,,
,6138,41.1,4.81,,,,,,,,,,,,,,,,,,
,6140,63.2,8.97,,,,,,,,,,,,,,,,,,
,6128,36.18,2.61,,,,,,,,,,,,,,,,,,
,6130,57.85,3.36,,,,,,,,,,,,,,,,,,
,6072,3.7,80.68,,,,,,,,,,,,,,,,,,
,6074,24.9,3.92,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Fig 2N: crossing attemps,Vole ID,Baseline Day 4,Vehicle,D1 Antagonist ,Post,D2 Antagonist,,,,,,,,,,,,,,,
,6090,13,13,3,10,12,,,,,,,,,,,,,,,
,6091,10,3,0,0,6,,,,,,,,,,,,,,,
,6088,8,9,5,7,10,,,,,,,,,,,,,,,
,6093,14,14,2,12,22,,,,,,,,,,,,,,,
,6136,8,11,10,11,4,,,,,,,,,,,,,,,
,6139,11,11,5,12,7,,,,,,,,,,,,,,,
,6138,12,9,4,10,10,,,,,,,,,,,,,,,
,6140,17,15,18,19,15,,,,,,,,,,,,,,,
,6128,4,5,9,8,16,,,,,,,,,,,,,,,
,6130,16,13,0,12,15,,,,,,,,,,,,,,,
,6072,5,10,6,6,13,,,,,,,,,,,,,,,
,6074,11,10,11,12,9,,,,,,,,,,,,,,,
